"","Longitude","Latitude","ObjectID","GlobalID","Crew","Experience","Date","General.Location","Random.Point.ID","Non.GNSS.point","Accuracy..m.","Elevation..m.","Biogeoclimatic.Unit","Site.Group_5m","Site.Series.Map.Unit_5m","Certainty","Transition","Site.Group_5m_2","Site.Series.Map.Unit_5m_2","Site.Group_1m","Site.Series.Map.Unit_1m","Transition_1m","Site.Group_1m_2","Site.Series.Map.Unit_1m_2","Structural.Stage","Structural.Stage.Modifier","Site.Modifier","Soil.Moisture.Regime","Soil.Nutrient.Regime","Site.Disturbance..s.","Comment..max.255.characters.","CreationDate","Creator","EditDate","Editor","Office.Comment","Site.Series.Map.Unit_1m_1","Comment..max.255.characters","MAP_LABEL","BGC_LABEL","BGC_test"
"1",-126.667527,54.51651245,145,"add60515-27c6-42e2-8e44-552f47814fa1","BJR",2,"2018-06-27 19:32","Canyon Creek FSR",NA,"",10,1099,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"2",-126.6740586,54.52943323,144,"8895a06a-6042-48af-899e-fe9ea76a397f","BJR",2,"2018-06-27 20:17","Canyon Creek FSR",NA,"",10,1093,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"3",-126.6754746,54.52941373,143,"2debfdf5-8393-42d8-a2a6-7e1e5ab6d29e","BJR",2,"2018-06-27 20:28","Canyon Creek FSR",NA,"",10,1094,"SBSmc2","Fo","SBSmc2/01",2,"3","Fo","SBSmc2/05","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"4",-126.6761556,54.52943569,142,"328a0ed7-44c3-494d-8bc0-89529582de5b","BJR",2,"2018-06-27 20:32","Canyon Creek FSR",NA,"",10,1094,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"5",-126.6767406,54.52947693,141,"0a93819d-6f6a-4f4e-b8c2-adcef1f56c86","BJR",2,"2018-06-27 20:35","Canyon Creek FSR",NA,"",10,1106,"SBSmc2","Fo","SBSmc2/05",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"6",-126.6772761,54.52958733,140,"f38aacc8-4f98-48db-86c8-9b316a6f5a77","BJR",2,"2018-06-27 20:39","Canyon Creek FSR",NA,"",10,1108,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"7",-126.6778648,54.52954423,139,"76213c55-eec3-4966-ad09-4a9b02f16752","BJR",2,"2018-06-27 20:43","Canyon Creek FSR",NA,"",10,1121,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"8",-126.6790162,54.52942693,138,"bc96349c-65ee-4ebb-b034-3738bb2c943b","BJR",2,"2018-06-27 20:49","Canyon Creek FSR",NA,"",10,1133,"SBSmc2","Fo","SBSmc2/06",2,"3","Fo","SBSmc2/01","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"9",-126.678602,54.52897975,137,"c381c1a2-d355-496f-807f-6b528276187e","BJR",2,"2018-06-27 21:06","Canyon Creek FSR",NA,"",10,1126,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"10",-126.6779139,54.52878888,136,"0b20ac10-15c7-4c7d-874a-42a3f584cf95","BJR",2,"2018-06-27 21:13","Canyon Creek FSR",NA,"",10,1120,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"11",-126.6775793,54.52850119,135,"fb429c98-eb2b-4eda-85fe-176ff277770f","BJR",2,"2018-06-27 21:17","Canyon Creek FSR",NA,"",10,1119,"SBSmc2","Fo","SBSmc2/05",2,"3","Fo","SBSmc2/06","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"12",-126.6768859,54.5284266,134,"bf11e8a7-236a-4ef8-8936-d24cfb844cb0","BJR",2,"2018-06-27 21:22","Canyon Creek FSR",NA,"",10,1111,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"13",-126.6768555,54.52788114,133,"82ea0ce3-512f-4d84-8e83-e4a29c0426ef","BJR",2,"2018-06-27 21:26","Canyon Creek FSR",NA,"",10,1101,"SBSmc2","Fo","SBSmc2/05",2,"3","Fo","SBSmc2/06","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"14",-126.6771268,54.52772265,132,"c06dc6c8-9e16-407c-9df3-5453d6ce986c","BJR",2,"2018-06-27 21:32","Canyon Creek FSR",NA,"",10,1110,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"15",-126.6766629,54.52722394,131,"bf0dde14-db6f-40c9-b57d-8df7de87bd78","BJR",2,"2018-06-27 21:38","Canyon Creek FSR",NA,"",10,1113,"SBSmc2","X","SBSmc2/Xvs",2,"1","","","","","","","","3b","Null","","5","C","","Alnus, gymndry","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"16",-126.6763043,54.52719617,130,"c9280bad-0971-411d-bc57-5587196595f5","BJR",2,"2018-06-27 21:48","Canyon Creek FSR",NA,"",10,1102,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"17",-126.6758217,54.52695903,129,"b6ba0006-3e61-4877-b4cc-c94a53d7f9f8","BJR",2,"2018-06-27 21:51","Canyon Creek FSR",NA,"",10,1103,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"18",-126.6757179,54.5267402,128,"e6b8f03e-451b-4bf8-8d8d-c8af8af81e65","BJR",2,"2018-06-27 21:56","Canyon Creek FSR",NA,"",10,1096,"SBSmc2","W","SBSmc2/W",2,"1","","","","","","","","2","Null","","7","D",""," Seepage site, water exposed, mnium, rhyzgla, ranuncu, saxilyo, equiarv, streams, gymndry, vales it, marcpol, menzfer, viola, veravir, loniinv, Angeleno, senetri","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"19",-126.6751758,54.52626466,127,"07e2e492-0ed1-45bb-97a0-63b87cfc417d","BJR",2,"2018-06-27 22:10","Canyon Creek FSR",NA,"",10,1106,"SBSmc2","Fo","SBSmc2/06",2,"3","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"20",-126.6746961,54.52588155,126,"32a03954-ba2c-42d2-951f-3d7b5c4fd353","BJR",2,"2018-06-27 22:17","Canyon Creek FSR",NA,"",10,1109,"SBSmc2","Fo","SBSmc2/06",2,"3","Fo","SBSmc2/05","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"21",-126.6744808,54.52568154,125,"7789f21c-2ff0-478d-bcd1-8022dfe911b1","BJR",2,"2018-06-27 22:19","Canyon Creek FSR",NA,"",10,1110,"SBSmc2","X","SBSmc2/Xvs",2,"1","","","","","","","","3b","Null","","5","D","","Al u ir, rubupar, gymndry, equiarv","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"22",-126.6735671,54.52552325,124,"e2dc14e3-bac8-4799-b124-4b56d58f5a23","BJR",2,"2018-06-27 22:27","Canyon Creek FSR",NA,"",10,1097,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","Note: high crown closure, low veg cover","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"23",-126.673036,54.52556281,123,"5a96d1e8-defb-40eb-bc3f-a19db2c86d4f","BJR",2,"2018-06-27 22:32","Canyon Creek FSR",NA,"",10,1088,"SBSmc2","Fo","",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"24",-126.6729005,54.52531641,122,"c5b8e5c3-cc78-4323-a99f-6bb574395ea5","BJR",2,"2018-06-27 22:34","Canyon Creek FSR",NA,"",10,1089,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"25",-126.672493,54.52528553,121,"b3c15caf-e30e-4ad6-ac3d-c46afeb5bedc","BJR",2,"2018-06-27 22:37","Canyon Creek FSR",NA,"",10,1085,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"26",-126.6713658,54.52521439,120,"5f970432-883c-47d7-ba00-1a2353bb915d","BJR",2,"2018-06-27 22:45","Canyon Creek FSR",NA,"",10,1073,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"27",-126.670791,54.52533933,119,"bbe490e0-d2ec-41da-9ac5-075d52fb1740","BJR",2,"2018-06-27 22:47","Canyon Creek FSR",NA,"",10,1074,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"28",-126.670056,54.52532253,118,"0017ea0e-a243-4e90-b7d8-2dd366174cc0","BJR",2,"2018-06-27 22:53","Canyon Creek FSR",NA,"",10,1074,"SBSmc2","Fo","SBSmc2/10b",2,"3","W","Wb","","","","","","null","Null","","","","","Note: transitio to forested bog,  organic, sphagnic","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"29",-126.6701196,54.52486368,117,"f5b82b60-28cd-4f42-ab65-a9eb68b86163","BJR",2,"2018-06-27 22:59","Canyon Creek FSR",NA,"",10,1075,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","","","","null","Null","","","","","","2018-06-28 15:17","PX.SkeenaESI","2018-06-28 15:17","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"30",-126.6606145,54.54548845,579,"97c9b9f4-b776-4b8d-9c17-407cfa070536","BJR,WM",1,"2018-06-26 19:50","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/09",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"31",-126.6603265,54.5456175,578,"2c6c9623-fb48-4145-a5a8-8aacc9bca73a","BJR,WM",1,"2018-06-26 19:58","Hidden lake",NA,"",10,1140,"SBSmc2","Fo","SBSmc2/09",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"32",-126.6593115,54.54534386,577,"59de3932-1131-494a-895a-9ab8dfc895f2","BJR,WM",1,"2018-06-26 20:04","Hidden lake",NA,"",10,1131,"SBSmc2","X","Xvh",2,"1","","","","","1","","","null","Null","","6","D","","Vera ir, calacan","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"33",-126.6589857,54.54537182,576,"99275b55-97ce-4ca8-90e3-5541b83c5e18","BJR,WM",1,"2018-06-26 20:08","Hidden lake",NA,"",10,1125,"SBSmc2","X","Xvs",2,"1","","","","","1","","","3b","Null","","5","D","","Alnucri, oplohor, veravir, dryoexp","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"34",-126.6584728,54.54530351,575,"c09b3cf2-bd07-4fcd-bdaa-72af5de7b12a","BJR,WM",1,"2018-06-26 20:14","Hidden lake",NA,"",10,1129,"SBSmc2","Fo","SBSmc2/09",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"35",-126.6580243,54.54515729,574,"2ad99369-7143-4b92-b7cf-357d63ed4052","BJR,WM",1,"2018-06-26 20:15","Hidden lake",NA,"",10,1120,"SBSmc2","X","Xvs",2,"1","","","","","1","","","null","Null","","5","D","","Alnus, veravir, athyfil","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"36",-126.6577636,54.5451221,573,"210deab6-57c1-4008-a742-26e8cc8b2fd6","BJR,WM",1,"2018-06-26 20:17","Hidden lake",NA,"",10,1118,"SBSmc2","X","Xvh",2,"1","","","","","1","","","2a","Null","","5","D","","Veravir, calacan","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"37",-126.6572812,54.54504971,572,"0132b593-2175-43fb-b2f5-7b58b58fe3bc","BJR,WM",1,"2018-06-26 20:22","Hidden lake",NA,"",10,1110,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"38",-126.6566099,54.54498361,571,"285f69fa-b802-4ce7-8ac0-c6931eec0627","BJR,WM",1,"2018-06-26 20:24","Hidden lake",NA,"",10,1106,"SBSmc2","X","Xvh",2,"1","","","","","1","","","2a","Null","","5","D","","Veravir, gymndry, rubupar, dryoexp, athyfil","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"39",-126.6563216,54.54490094,570,"add7117e-8bbe-498f-bb8d-22bebd6485e5","BJR,WM",1,"2018-06-26 20:28","Hidden lake",NA,"",10,1104,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"40",-126.6553495,54.544665,569,"27971fd6-cf57-49f1-91bd-0d7d74d07b71","BJR,WM",1,"2018-06-26 20:32","Hidden lake",NA,"",10,1092,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"41",-126.6606145,54.54548845,568,"9fc10861-074e-4310-81a3-7c936eb2cd3d","BJR,WM",1,"2018-06-26 21:12","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"42",-126.6606145,54.54548845,567,"fe6365fb-7bab-47c5-9e00-92716c147f78","BJR,WM",1,"2018-06-26 21:16","Hidden lake",NA,"",10,1145,"SBSmc2","W","",2,"1","","","","","1","","","null","Null","","8","D","","Fen.  Sb, Carey. Angeleno.  Salic, loniinv","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"43",-126.6606145,54.54548845,566,"5c8081b6-c483-451a-9a5f-f610816f89ec","BJR,WM",1,"2018-06-26 21:21","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"44",-126.6606145,54.54548845,565,"80e19dda-d227-4f61-9b9c-68b5074741c1","BJR,WM",1,"2018-06-26 21:22","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"45",-126.6606145,54.54548845,564,"a26dd2df-505a-4185-9ebe-4f2954daace0","BJR,WM",1,"2018-06-26 21:46","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/05",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"46",-126.6606145,54.54548845,563,"22376eb6-53e4-4fae-b42f-cff8ed8200f3","BJR,WM",1,"2018-06-26 21:51","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/05",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"47",-126.6606145,54.54548845,562,"a8873120-2c78-4936-b102-8962d2f39026","BJR,WM",1,"2018-06-26 21:53","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"48",-126.6606145,54.54548845,561,"9a46d570-5ff3-49fe-9517-840aaa1574be","BJR,WM",1,"2018-06-26 22:01","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/05",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"49",-126.6606145,54.54548845,560,"43d598c8-9251-4f69-89fb-ede57570369f","BJR,WM",1,"2018-06-26 22:09","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/08",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"50",-126.6606145,54.54548845,559,"12c13cac-5e8e-4e42-afff-69a26b7a3242","BJR,WM",1,"2018-06-26 22:37","Hidden lake",NA,"",10,1145,"SBSmc2","Fo","SBSmc2/09",2,"1","","","","","1","","","null","Null","","","","","","2018-06-27 0:45","PX.SkeenaESI","2018-06-27 0:45","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"51",-126.6604921,54.51042469,639,"ea7b95d9-1977-4a37-bfe3-3f5affd482ab","BJR,WM",1,"2018-06-27 16:34","Hidden lake",NA,"",10,1102,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"52",-126.6613829,54.51041973,638,"cc5f4e12-3fc7-4bca-ac8b-d2311aa8abb8","BJR,WM",1,"2018-06-27 16:41","Hidden lake",NA,"",10,1108,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"53",-126.662436,54.51032086,637,"9f3ab280-3ee4-4d25-833a-98c86c5ee5de","BJR,WM",1,"2018-06-27 16:47","Hidden lake",NA,"",10,1104,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"54",-126.6636272,54.51032879,636,"6f6bcdef-852e-4d68-94a3-19e62f04d276","BJR,WM",1,"2018-06-27 16:54","Hidden lake",NA,"",10,1095,"SBSmc2","W","Wb",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"55",-126.6644074,54.51053631,635,"8e8bcd86-b57c-40cc-9849-c0ced7a3a182","BJR,WM",1,"2018-06-27 16:59","Hidden lake",NA,"",10,1094,"SBSmc2","W","Wf",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"56",-126.6652459,54.51069498,634,"628fd695-c36e-437c-ab59-486b0b50771f","BJR,WM",1,"2018-06-27 17:05","Hidden lake",NA,"",10,1096,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"57",-126.6654988,54.51144747,633,"a16ff9aa-2295-45f7-9d5e-c82efd80f045","BJR,WM",1,"2018-06-27 17:14","Hidden lake",NA,"",10,1109,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"58",-126.6656462,54.51185708,632,"80b22be8-d2e1-4bcf-b629-3f7956d99f60","BJR,WM",1,"2018-06-27 17:19","Hidden lake",NA,"",10,1109,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"59",-126.6649047,54.51210596,631,"3cb894e7-3340-4cd8-897c-aef6c519bd25","BJR,WM",1,"2018-06-27 17:26","Hidden lake",NA,"",10,1102,"SBSmc2","Fo","SBSmc2/01",2,"3","Fo","SBSmc2/05","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"60",-126.6642166,54.51205113,630,"65d9ab13-4eab-4e52-9871-3de78f132c90","BJR,WM",1,"2018-06-27 17:30","Hidden lake",NA,"",10,1100,"SBSmc2","Fo","SBSmc2/10b",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"61",-126.6642238,54.51244101,629,"ee65aa2c-bf6d-4447-a2b0-345b847c3298","BJR,WM",1,"2018-06-27 17:38","Hidden lake",NA,"",10,1098,"SBSmc2","Fo","SBSmc2/05",2,"3","Fo","SBSmc2/01","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"62",-126.6639035,54.5126377,628,"0c3d13ba-bf8e-4f95-b34b-a69755ab4b33","BJR,WM",1,"2018-06-27 17:42","Hidden lake",NA,"",10,1099,"SBSmc2","Fo","SBSmc2/05",2,"3","Fo","SBSmc2/10b","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"63",-126.6640317,54.51285801,627,"8ee01971-7432-41b6-8c38-862ff6ad6b9a","BJR,WM",1,"2018-06-27 17:45","Hidden lake",NA,"",10,1101,"SBSmc2","Fo","SBSmc2/06",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"64",-126.665307,54.51300634,626,"38bdabc3-bd5b-4a36-baf5-4554ebccf537","BJR,WM",1,"2018-06-27 17:58","Hidden lake",NA,"",10,1107,"SBSmc2","Fo","SBSmc2/01",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"65",-126.6656089,54.51287673,625,"3b7d3e6f-5bec-41c7-8411-39e6fc8a7271","BJR,WM",1,"2018-06-27 18:05","Hidden lake",NA,"",10,1109,"SBSmc2","Fo","SBSmc2/02",2,"3","Fo","SBSmc2/01","","","1","","","null","Null","","","","","Cuadran, chimumb, fractured bead rock, small ridge","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
"66",-126.666499,54.51315935,624,"fe14e3c1-d222-4d49-bd89-ad43a8843f44","BJR,WM",1,"2018-06-27 18:15","Hidden lake",NA,"",10,1101,"SBSmc2","W","Wb",2,"1","","","","","1","","","null","Null","","","","","","2018-06-28 15:18","PX.SkeenaESI","2018-06-28 15:18","PX.SkeenaESI","",NA,NA,"SBSmc2","SBS mc 2",TRUE
